name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error
"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC1=CC=CC=C1,Toluene,0.649317239,0.045178208
"9-(2-Ethylhexyl)carbazole-3,6-dicarboxaldehyde",CA194,169051-20-1,335.45,CCCCC(CC)Cn1c2ccc(C=O)cc2c2cc(C=O)ccc21,CC1=CC=CC=C1,Toluene,0.61801706,0.064312621
"1,3,5-tribromobenzene",CB118,626-39-1,314.8,Brc1cc(Br)cc(Br)c1,CC1=CC=CC=C1,Toluene,0.439207451,0.014489381
"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC1=CC=CC=C1,Toluene,0.742687839,0.014373282
"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=CC=C1,Toluene,0.554625174,0.048096791
Avobenzone Pharmaceutical Secondary Stan (Avobenzone),AP12,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC1=CC=CC=C1,Toluene,0.265497708,0.024749453
_-Caryophyllene,AP59,87-44-5,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CC1=CC=CC=C1,Toluene,0.725463093,0.015488193
2-amino-5-nitrophenol,CP 28,121-88-0,154,C1=CC(=C(C=C1[N+](=O)[O-])O)N,CCCCCCC,Heptane,-0.062635133,0.031191694
p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CCCCCCC,Heptane,-0.129156907,0.045834519
3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CCCCCCC,Heptane,-0.085634956,0.077753971
2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CCCCCCC,Heptane,-0.04388435,0.062248805
2-Phenylbutyric acid,CK18,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CCCCCCC,Heptane,-0.124140208,0.045462941
5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CCCCCCC,Heptane,-0.101621079,0.007945486
N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CCCCCCC,Heptane,-0.136911,0.07088488
"2,6-Lutidine",CC50,108-48-5,107,CC1=NC(C)=CC=C1,CCCCCCC,Heptane,-0.097527026,0.044551593
"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CCCCCCC,Heptane,-0.086974815,0.083371207
m-Cresol GPR RECTAPUR�,"CM23, Y1, Y10",108-39-4,108.0575149,CC1=CC(O)=CC=C1,CCCCCCC,Heptane,-0.090008102,0.028426819
"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CCCCCCC,Heptane,-0.114199702,0.030341015
"alpha, alpha-Dipyridyl",CA113,75216-45-4,156.1,C1(C2=NC=CC=C2)=CC=CC=N1,CCCCCCC,Heptane,-0.03475259,0.0509636
(R)-(_)-1-Indanol,CA170,697-64-3,134,C1CC2=CC=CC=C2C1O,CCCCCCC,Heptane,-0.142001609,0.07426343
1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.0525665,0.033663681
"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CCCCCCC,Heptane,-0.123148698,0.014267955
2-BROMO-1-PHENYLETHAN-1-OL,CA228,2425-28-7,201.1,C1=CC=C(C=C1)C(CBr)O,CCCCCCC,Heptane,-0.120180207,0.073876231
"1,4-Dimethoxybenzene",CK2,150-78-7,138.0680796,COC1=CC=C(OC)C=C1,CCCCCCC,Heptane,-0.033364613,0.03653408
"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.113794555,0.082901084
"2,5-Dimethylphenol",CQ44,95-87-4,122,OC1=CC(C)=CC=C1C,CCCCCCC,Heptane,-0.132244865,0.02531405
"1,3,5-Trimethoxybenzene",CK30,621-23-8,168.0786442,COC1=CC(OC)=CC(OC)=C1,CCCCCCC,Heptane,-0.040410146,0.01565667
Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CCCCCCC,Heptane,-0.00953911,0.062801588
2-Methylanisole,CJ7,578-58-5,122,COC1=CC=CC=C1C,CCCCCCC,Heptane,-0.054371142,0.032309066
Ibuprofen,AP10,15687-27-1,206.1306798,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CCCCCCC,Heptane,-0.034106471,0.001740703
2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CCCCCCC,Heptane,-0.111986756,0.065461574
"2,5-Dibromofuran",CB56,32460-00-7,223.8472389,BrC1=CC=C(Br)O1,CCCCCCC,Heptane,-0.056021284,0.045817563
"4,4'-Difluorobenzophenone",CO28,345-92-6,218,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CCCCCCC,Heptane,-0.105239988,0.083466262
Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CCCCCCC,Heptane,-0.161408581,0.035195897
"4,4'-Difluorobenzophenone",CJ19,345-92-6,218.0543213,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CCCCCCC,Heptane,-0.042133613,0.033126789
Diphenylamine,CQ1,122-39-4,169.0891494,C1(NC2=CC=CC=C2)=CC=CC=C1,CCCCCCC,Heptane,-0.074411056,0.054955785
4-Iodoanisole,CC26,696-62-8,234.03,COc1ccc(I)cc1,CCCCCCC,Heptane,-0.018487682,0.065391465
Flavanone,CB140,487-26-3,224.0837296,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,CCCCCCC,Heptane,-0.17782598,0.093394126
2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,CCCCCCC,Heptane,-0.162690874,0.0067653
4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCCCCCC,Heptane,-0.049960919,0.051770522
Biphenyl,N53,92-52-4,154.21,c1ccc(-c2ccccc2)cc1,CCCCCCC,Heptane,-0.176971015,0.057132544
n-Propylbenzene,CO33,103-65-1,120,CCCC1=CC=CC=C1,CCCCCCC,Heptane,-0.024786273,0.070931746
Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CCCCCCC,Heptane,-0.047027944,0.028773342
mesitylene,CM6,108-67-8,120.19,CC1=CC(=CC(=C1)C)C,CCCCCCC,Heptane,-0.014133409,0.026600823
N-Phenyl-1-naphthylamine,CJ92,90-30-2,219.3,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CCCCCCC,Heptane,-0.074069589,0.054501228
Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CCCCCCC,Heptane,0.001205258,0.065846285
Triptycene,CB109,477-75-8,254,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CCCCCCC,Heptane,-0.039144765,0.056836236
"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CCCCCCC,Heptane,-0.057247217,0.006773639
Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CCCCCCC,Heptane,0.007226313,0.067472734
"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CCCCCCC,Heptane,-0.07302073,0.045992651
"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CCCCCCC,Heptane,-0.038735334,0.077546858
"1,3,5-tribromobenzene",CB118,626-39-1,314.8,Brc1cc(Br)cc(Br)c1,CCCCCCC,Heptane,-0.009891134,0.023186209
"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCCCC,Heptane,-0.058587812,0.031571676
"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CCCCCCC,Heptane,0.084143108,0.04763693
Avobenzone Pharmaceutical Secondary Stan (Avobenzone),AP12,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CCCCCCC,Heptane,-0.000431727,0.048466387
_-Caryophyllene,AP59,87-44-5,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCCCCCC,Heptane,0.119247804,0.03871615
2-Aminopyridine,CP27,504-29-0,94,C1=CC=NC(=C1)N,CC(C)(C)OC,Methyl tert butyl ether,-0.078826682,0.027174681
5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CC(C)(C)OC,Methyl tert butyl ether,-0.412649664,0.065177558
4-Acetoamidophenol,AP37,103-90-2,151,OC1=CC=C(NC(C)=O)C=C1,CC(C)(C)OC,Methyl tert butyl ether,0.445741585,0.133839398
p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CC(C)(C)OC,Methyl tert butyl ether,0.017893879,0.056139961
3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.089165216,0.051528842
Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CC(C)(C)OC,Methyl tert butyl ether,-0.000358294,0.155929912
2-Phenylbutyric acid,CK18,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CC(C)(C)OC,Methyl tert butyl ether,0.016061246,0.047854878
CIPROFLOXACIN,AP40,85721-33-1,331.3,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CC(C)(C)OC,Methyl tert butyl ether,0.349347581,0.089033496
"2,6-Lutidine",CC50,108-48-5,107,CC1=NC(C)=CC=C1,CC(C)(C)OC,Methyl tert butyl ether,0.005821604,0.163769162
"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.014446313,0.037336916
m-Cresol GPR RECTAPUR�,"CM23, Y1, Y10",108-39-4,108.0575149,CC1=CC(O)=CC=C1,CC(C)(C)OC,Methyl tert butyl ether,0.002321034,0.049570486
Oxolinic acid,RB41,14698-29-4,261.0637225,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CC(C)(C)OC,Methyl tert butyl ether,0.25465643,0.037641738
(R)-(_)-1-Indanol,CA170,697-64-3,134,C1CC2=CC=CC=C2C1O,CC(C)(C)OC,Methyl tert butyl ether,0.116316355,0.400969587
"2,4,6-trimethylbenzene-1,3,5-tricarbaldehyde",CA188,119198-88-8,204.22,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,CC(C)(C)OC,Methyl tert butyl ether,-0.224746778,0.238038495
"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC(C)(C)OC,Methyl tert butyl ether,-0.079196854,0.045336833
2-BROMO-1-PHENYLETHAN-1-OL,CA228,2425-28-7,201.1,C1=CC=C(C=C1)C(CBr)O,CC(C)(C)OC,Methyl tert butyl ether,-0.004894468,0.057500646
"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CC(C)(C)OC,Methyl tert butyl ether,-0.031168192,0.067504743
6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CC(C)(C)OC,Methyl tert butyl ether,0.148631736,0.386169374
"2,5-Dimethylphenol",CQ44,95-87-4,122,OC1=CC(C)=CC=C1C,CC(C)(C)OC,Methyl tert butyl ether,0.180006687,0.056363804
"4,5-dichlorophthalonitrile",CP8,139152-08-2,197,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,CC(C)(C)OC,Methyl tert butyl ether,0.084501031,0.025509598
"2,5-Dimethylphenol",CQ25,95-87-4,122.0731649,OC1=CC(C)=CC=C1C,CC(C)(C)OC,Methyl tert butyl ether,0.045739307,0.04612867
Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CC(C)(C)OC,Methyl tert butyl ether,0.145329209,0.382560684
1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,CC(C)(C)OC,Methyl tert butyl ether,-0.239239068,0.235354625
pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CC(C)(C)OC,Methyl tert butyl ether,-0.214762481,0.18313418
"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC(C)(C)OC,Methyl tert butyl ether,0.056599629,0.009388757
"1,3,5-Tris(4-aminophenyl)benzene",CA144,118727-34-7,351.44,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,CC(C)(C)OC,Methyl tert butyl ether,0.292597149,0.040420296
4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CC(C)(C)OC,Methyl tert butyl ether,-0.101434897,0.054654724
2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CC(C)(C)OC,Methyl tert butyl ether,0.13261545,0.394086631
5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CC(C)(C)OC,Methyl tert butyl ether,-0.042897306,0.164182651
Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC(C)(C)OC,Methyl tert butyl ether,0.353383189,0.051677348
4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.126867407,0.033815035
Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.088438251,0.063201934
"4,4'-Difluorobenzophenone",CO28,345-92-6,218,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CC(C)(C)OC,Methyl tert butyl ether,-0.070571684,0.057386694
Benzbromarone,RB30,3562-84-3,421.9153184,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,CC(C)(C)OC,Methyl tert butyl ether,0.189459374,0.36865056
Fenbendazole,RB24,43210-67-9,299.0728477,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,CC(C)(C)OC,Methyl tert butyl ether,-0.008591292,0.177681785
2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC(C)(C)OC,Methyl tert butyl ether,-0.021490239,0.065898976
Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CC(C)(C)OC,Methyl tert butyl ether,0.869273499,0.011483947
9-(2-Hydroxyethyl)anthracene,CA139,54060-73-0,222.1044651,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,CC(C)(C)OC,Methyl tert butyl ether,-0.036044637,0.089246366
4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(C)(C)OC,Methyl tert butyl ether,-0.117855842,0.032147495
Tebuconazole,RB40,107534-96-3,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(C)(C)OC,Methyl tert butyl ether,-0.150248486,0.237436582
Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC(C)(C)OC,Methyl tert butyl ether,-0.098423899,0.02093812
mesitylene,CM6,108-67-8,120.19,CC1=CC(=CC(=C1)C)C,CC(C)(C)OC,Methyl tert butyl ether,-0.056042433,0.038500496
Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CC(C)(C)OC,Methyl tert butyl ether,0.120676244,0.397460443
Triptycene,CB109,477-75-8,254,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC(C)(C)OC,Methyl tert butyl ether,0.013567943,0.065781848
"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.194460582,0.173290973
Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC(C)(C)OC,Methyl tert butyl ether,0.229003585,0.043710775
4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CC(C)(C)OC,Methyl tert butyl ether,0.068420286,0.023909156
"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC(C)(C)OC,Methyl tert butyl ether,-0.08444554,0.067182125
"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC(C)(C)OC,Methyl tert butyl ether,-0.12249644,0.233649633
"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(C)OC,Methyl tert butyl ether,-0.025146937,0.092883062
Avobenzone Pharmaceutical Secondary Stan (Avobenzone),AP12,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC(C)(C)OC,Methyl tert butyl ether,0.36404992,0.028753825
2-Aminopyridine,CP27,504-29-0,94,C1=CC=NC(=C1)N,CC1CCCO1,2-Methly tetrahydrofurane,-0.029856415,0.082084169
5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CC1CCCO1,2-Methly tetrahydrofurane,0.122338913,0.075550631
4-Acetoamidophenol,AP37,103-90-2,151,OC1=CC=C(NC(C)=O)C=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.384506622,0.081357718
2-AMINOBENZAMIDE,CK 16,88-68-6,136,C1=CC=C(C(=C1)C(=O)N)N,CC1CCCO1,2-Methly tetrahydrofurane,0.183871169,0.012008141
"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138,C1=CC=C(C=C1)C(CO)O,CC1CCCO1,2-Methly tetrahydrofurane,0.03882744,0.15773036
p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.115764481,0.06587492
3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.067333507,0.052949669
Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CC1CCCO1,2-Methly tetrahydrofurane,-0.037449984,0.086308018
7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CC1CCCO1,2-Methly tetrahydrofurane,0.369464044,0.011966525
2-phenylbutanoic acid,CK 18,90-27-7,164,CCC(C1=CC=CC=C1)C(=O)O,CC1CCCO1,2-Methly tetrahydrofurane,0.509841364,0.109299752
2-Phenylbutyric acid,CK18,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CC1CCCO1,2-Methly tetrahydrofurane,0.006652651,0.025443083
CIPROFLOXACIN,AP40,85721-33-1,331.3,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CC1CCCO1,2-Methly tetrahydrofurane,0.814741301,0.028179405
2-bromo-6-nitrophenol,CB150,13073-25-1,216.9374551,OC1=C([N+]([O-])=O)C=CC=C1Br,CC1CCCO1,2-Methly tetrahydrofurane,0.46414652,0.099706102
N-Hydroxyphthalimide,CP33,524-38-9,163.1,C1=CC=C2C(=C1)C(=O)N(C2=O)O,CC1CCCO1,2-Methly tetrahydrofurane,0.572381015,0.056614907
"2,6-Lutidine",CC50,108-48-5,107,CC1=NC(C)=CC=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.06745422,0.050103344
"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.194506746,0.044968975
m-Cresol GPR RECTAPUR�,"CM23, Y1, Y10",108-39-4,108.0575149,CC1=CC(O)=CC=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.274170704,0.067177117
Oxolinic acid,RB41,14698-29-4,261.0637225,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CC1CCCO1,2-Methly tetrahydrofurane,0.737434887,0.062365256
(R)-(_)-1-Indanol,CA170,697-64-3,134,C1CC2=CC=CC=C2C1O,CC1CCCO1,2-Methly tetrahydrofurane,0.141582919,0.016476608
Piroxicam,RB38,36322-90-4,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC1CCCO1,2-Methly tetrahydrofurane,0.886650191,0.051435093
"2,4,6-trimethylbenzene-1,3,5-tricarbaldehyde",CA188,119198-88-8,204.22,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,CC1CCCO1,2-Methly tetrahydrofurane,0.408173292,0.106499369
"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.425345967,0.025614602
2-BROMO-1-PHENYLETHAN-1-OL,CA228,2425-28-7,201.1,C1=CC=C(C=C1)C(CBr)O,CC1CCCO1,2-Methly tetrahydrofurane,0.18451738,0.060150554
"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CC1CCCO1,2-Methly tetrahydrofurane,0.923200545,0.022083055
6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CC1CCCO1,2-Methly tetrahydrofurane,0.323855502,0.026419269
"2,5-Dimethylphenol",CQ44,95-87-4,122,OC1=CC(C)=CC=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.478455034,0.036472151
"4,5-dichlorophthalonitrile",CP8,139152-08-2,197,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,CC1CCCO1,2-Methly tetrahydrofurane,0.304344022,0.052487004
"2,5-Dimethylphenol",CQ25,95-87-4,122.0731649,OC1=CC(C)=CC=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.514654296,0.034166669
"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.305989423,0.043403501
Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CC1CCCO1,2-Methly tetrahydrofurane,0.088578478,0.014439854
1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,CC1CCCO1,2-Methly tetrahydrofurane,0.244239224,0.045536407
pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CC1CCCO1,2-Methly tetrahydrofurane,0.882956099,0.022447508
"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC1CCCO1,2-Methly tetrahydrofurane,0.338362516,0.039558724
"1,3,5-Tris(4-aminophenyl)benzene",CA144,118727-34-7,351.44,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,CC1CCCO1,2-Methly tetrahydrofurane,0.880669228,0.01047851
4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CC1CCCO1,2-Methly tetrahydrofurane,0.54839248,0.100409163
2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CC1CCCO1,2-Methly tetrahydrofurane,0.347312672,0.033662309
5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CC1CCCO1,2-Methly tetrahydrofurane,0.468818458,0.057036567
Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC1CCCO1,2-Methly tetrahydrofurane,0.802835514,0.01813111
4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.067104708,0.050306838
Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.364631878,0.045650594
"4,4'-Difluorobenzophenone",CO28,345-92-6,218,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CC1CCCO1,2-Methly tetrahydrofurane,0.627888846,0.087973727
Benzbromarone,RB30,3562-84-3,421.9153184,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,CC1CCCO1,2-Methly tetrahydrofurane,0.538800299,0.069756346
Fenbendazole,RB24,43210-67-9,299.0728477,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,CC1CCCO1,2-Methly tetrahydrofurane,0.513930246,0.066519106
2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC1CCCO1,2-Methly tetrahydrofurane,0.601080692,0.034784935
Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CC1CCCO1,2-Methly tetrahydrofurane,0.517296385,0.097866498
